acceptor,tin_reagents,ring_b1,ring_b2,chain1,chain2,PCE
ITIC-4F,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C#N,*CC(CCCC)CCCCCC,12.333789825439453
BTP-eC9,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,12.333541870117188
ITIC-Th1,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.333276748657227
Y6,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,12.333227157592773
BTP-eC9,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*C#N,-,12.333148002624512
ITIC,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.332316398620605
ITIC-4Cl,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,12.331964492797852
L8-BO,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C#N,-,12.331680297851562
ITIC-4F,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,12.330568313598633
L8-BO,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*S*CC(CCCC)CCCCCC,-,12.32960319519043
i-IEICO-4F,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.328442573547363
Y6,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.328222274780273
ITIC-4F,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,12.328020095825195
i-IEICO-4F,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.327905654907227
ITIC-Th1,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.327051162719727
Y6,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,12.325776100158691
N2200,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,12.325419425964355
L8-BO,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)O*CC(CCCC)CCCCCC,-,12.325285911560059
ITIC-4F,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.325235366821289
L8-BO,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,12.324769020080566
L8-BO,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.324718475341797
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,12.324485778808594
L8-BO,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,12.323822021484375
Y7,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*S*CC(CCCC)CCCCCC,-,12.323369979858398
Y7,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,12.323007583618164
L8-BO,*c1cc2sc(*)cc2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.322469711303711
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,12.321995735168457
Y6,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,12.321846008300781
ZY-4Cl,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,12.321603775024414
Y12,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,12.321438789367676
Y7,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1cc(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.320966720581055
L8-BO,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)O*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.320869445800781
N2200,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*Cl,*CC(CCCC)CCCCCC,12.320674896240234
i-IEICO-4F,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*C#N,-,12.320417404174805
Y7,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.319772720336914
O-IDTBR,*c1cc2c(s1)-c1sc(*)cc1[Si]2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*S*CC(CCCC)CCCCCC,-,12.319540023803711
BTP-eC9,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*C#N,-,12.319499969482422
N2200,*c1cc2c(-c3cc(F)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(F)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,-,12.319019317626953
O-IDTBR,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C(=O)O*CC(CCCC)CCCCCC,-,12.318845748901367
i-IEICO-4F,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,12.318519592285156
Y6,*c1cc2sc(*)cc2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*CC(CCCC)CCCCCC,-,12.31847858428955
ITIC-4Cl,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,12.318469047546387
ZY-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,12.317995071411133
i-IEICO-4F,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,12.31777286529541
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*S*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.317132949829102
Y6,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.31571102142334
N2200,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C(=O)*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.315701484680176
ITIC-4F,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)cnc12,*CC(CCCC)CCCCCC,-,12.31521987915039
L8-BO,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,12.313629150390625
Y6,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,12.312934875488281
O-IDTBR,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)O*CC(CCCC)CCCCCC,-,12.312702178955078
Y7,*c1cc2c(s1)-c1sc(*)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.312009811401367
Y12,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc2c3nccnc3c3cc(*)sc3c2s1,*CC(CCCC)CCCCCC,-,12.311830520629883
ITIC-4Cl,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*C#N,*CC(CCCC)CCCCCC,12.3111572265625
ITIC-Th1,*c1cc2c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*CC(CCCC)CCCCCC,-,12.310239791870117
L8-BO,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,12.310060501098633
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*S*CC(CCCC)CCCCCC,-,12.30982494354248
ZY-4Cl,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,12.309798240661621
Y7,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,12.309324264526367
Y7,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.309310913085938
ZY-4Cl,*c1cc2sc(*)cc2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.308797836303711
ZY-4Cl,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1sc(*)c2c(F)c(C(=O)OCC(CC)CCCC)sc12,*CC(CCCC)CCCCCC,-,12.3082275390625
i-IEICO-4F,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C#N,-,12.308009147644043
Y6,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*C#N,-,12.307931900024414
ZY-4Cl,*c1cc2c(s1)-c1sc(*)cc1C2(CC(CC)CCCC)CC(CC)CCCC,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*Cl,-,12.307708740234375
BTP-eC9,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*C#N,*CC(CCCC)CCCCCC,12.30735969543457
Y6,*c1cc2sc(*)cc2s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1cnc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.307266235351562
O-IDTBR,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*Cl,-,12.307111740112305
Y6,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*Cl,-,12.307088851928711
ITIC-4Cl,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C#N,-,12.306869506835938
ITIC-4Cl,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,12.306865692138672
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,12.306663513183594
L8-BO,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*C(=O)*CC(CCCC)CCCCCC,-,12.306458473205566
ITIC-4Cl,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,12.30581283569336
ITIC-Th1,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,12.305669784545898
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,12.305252075195312
BTP-eC9,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*Cl,-,12.305234909057617
ITIC-4F,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc(*)c(*)s1,*c1ccc(*)c2nc(-c3cccc(OCCCCCCCC)c3)c(-c3cccc(OCCCCCCCC)c3)nc12,*C#N,-,12.304763793945312
ITIC-Th1,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1sc(*)c2c1C(=O)N(*)C2=O,*CC(CCCC)CCCCCC,*CC(CCCC)CCCCCC,12.304237365722656
ITIC-4Cl,*c1cc2c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3oc(*)cc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c2o1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.303752899169922
ITIC-Th1,*c1cc2sc(*)cc2s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,12.303668022155762
BTP-eC9,*c1cc2sc3c(c2s1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(*)sc12,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*CC(CCCC)CCCCCC,-,12.303267478942871
BTP-eC9,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1cnc(*)c2nsnc12,*C#N,-,12.303256034851074
Y7,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C(=O)O*CC(CCCC)CCCCCC,-,12.302972793579102
Y12,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1cc(F)c(*)c2nsnc12,*S*CC(CCCC)CCCCCC,-,12.302760124206543
ITIC-4F,*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(*)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*C#N,-,12.301493644714355
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3sc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.298530578613281
ITIC-4F,*c1cc2c(OCC(CC)CCCC)c3sc(*)cc3c(OCC(CC)CCCC)c2s1,*c1cc(*)c(*)s1,*c1cc2c3nsnc3c3cc(*)sc3c2s1,*C#N,-,12.298524856567383
Y12,*c1ccc(-c2ccc(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1ccc(*)c2nsnc12,*C#N,-,12.2985200881958
Y6,*c1ccc(-c2c(F)c(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nc(OCC(CCCCCC)CCCCCCCC)c(C)nc12,*C(=O)*CC(CCCC)CCCCCC,-,12.298511505126953
Y12,*c1ccc(-c2cc(F)c(-c3ccc(*)s3)c3nsnc23)s1,*c1cc2c(=O)n(*)c(=O)c3cc(*)sc3c2s1,*c1sc(*)c2c1C(=O)c1c(CC(CC)CCCC)sc(CC(CC)CCCC)c1C2=O,*CC(CCCC)CCCCCC,-,12.298068046569824
i-IEICO-4F,*c1cc2c(-c3ccc(CC(CC)CCCC)s3)c3oc(*)cc3c(-c3ccc(CC(CC)CCCC)s3)c2o1,*c1cc(*)c(*)s1,*c1c(F)c(F)c(*)c2nsnc12,*CC(CCCC)CCCCCC,-,12.297113418579102
